TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
model.UMCarroJa,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,95,0.3,10,76,380,110053,1579476281372,0.8869565217391304,1111111111111111111111111111111111111111111111111111111111111101111011111100111111111000111110001111111111110001111,1.0,1111111111111111111111111111111,1.0,1111111111111111111111111111111111111111111111,0,0,30,4,0.95,11111111111111111111111111111111111111111111111111110001111111111111111110111111,0.5161290322580645,11011011011011011011011001001011011001001000100111100010001010,1.0,11111111111111111111111111111,0.8620689655172413,11111111111111111011101011011,1.0,1111111111111111111111111111111
